txn_id,user_id,amount,currency,txn_type,status,timestamp,device,location
0621aa84-344f-4ad9-9010-54b0abc56586,user_129,463.33,BTC,deposit,failed,2025-07-30 04:35:33,web,Lagos
06334396-a810-4cb3-a706-f10539f97d41,user_68,2270.81,NGN,deposit,success,2025-07-08 11:21:44,mobile,Abuja
064533ed-abf4-4283-ac32-778e58e5df48,user_135,3708.98,NGN,deposit,failed,2025-07-21 13:30:34,web,New York
06456f53-bd48-4c4c-abef-92223b23fed8,user_187,4713.88,BTC,transfer,success,2025-07-03 14:46:24,mobile,Lagos
06814474-9a8a-4daf-b930-8a13529c980b,user_58,3532.85,BTC,transfer,pending,2025-07-09 02:15:03,web,London
068656eb-40b9-4c76-98c6-16919937f8cd,user_172,1482.4,BTC,deposit,success,2025-07-08 01:46:12,web,Lagos
069e8f6c-88fd-4d70-a216-5495a3a9cca0,user_10,2677.26,USD,withdrawal,failed,2025-07-10 23:09:30,mobile,Lagos
06d393e6-92ae-4597-b4fa-f72822d539cc,user_81,4590.18,NGN,deposit,success,2025-07-04 18:03:20,mobile,Lagos
06e24565-5439-4a26-a5a7-cb7c92b7f7f4,user_76,2013.17,USD,transfer,success,2025-07-18 01:23:05,mobile,Tokyo
06e7f223-77aa-4b64-b40f-ebd9de378eb5,user_13,3034.44,BTC,withdrawal,failed,2025-07-19 09:08:01,mobile,London
06fa126a-9380-4d45-9e45-e7a23fd33527,user_138,1546.92,NGN,deposit,failed,2025-07-10 12:40:35,mobile,Tokyo
0703e95b-75b6-4005-9d19-670dc696f069,user_14,4396.69,NGN,deposit,failed,2025-07-10 06:25:56,web,Tokyo
0737576a-c805-4819-be88-ad38c030d148,user_39,2281.72,USD,deposit,failed,2025-07-06 13:06:00,web,Berlin
073bf625-77a6-4214-87c4-43db9542081b,user_8,1758.98,USD,deposit,failed,2025-07-01 16:03:49,mobile,Tokyo
073c31e2-aa87-4ec4-a4dc-44f1f5f2ef6d,user_43,3300.12,USD,transfer,failed,2025-07-27 09:17:08,web,Berlin
074a1e22-9917-42e0-ab57-1a6e95d06c12,user_140,3493.3,USD,transfer,failed,2025-07-26 17:55:04,mobile,Abuja
078a54c9-72fb-48d2-a041-49433f44549b,user_112,2980.2,BTC,transfer,pending,2025-07-17 20:11:14,mobile,New York
0798ebb0-9506-460e-a42d-ecb36c45e22b,user_123,3189.25,BTC,deposit,pending,2025-07-08 14:57:28,web,Tokyo
07ae74cf-8727-4494-86b2-24fd529cf6bd,user_45,2543.3,BTC,withdrawal,failed,2025-07-22 01:11:49,web,New York
07c08053-8028-46b3-9c40-12a8c073eba8,user_102,4617.95,NGN,deposit,pending,2025-07-06 03:11:20,web,London
08173ea4-eaae-49fd-9812-4af2a01de65a,user_50,1822.48,USD,withdrawal,success,2025-07-23 05:08:29,mobile,Abuja
081aee18-debd-4d3c-a190-40c936e84610,user_197,1191.72,USD,withdrawal,pending,2025-07-07 03:29:00,web,Berlin
0822a15f-279f-4971-9b60-893b9f828364,user_13,322.24,NGN,withdrawal,success,2025-07-23 22:01:02,mobile,London
082dc16d-f48f-40b5-b794-a34203f9fe3b,user_42,281.47,USD,withdrawal,failed,2025-07-01 11:20:34,mobile,Berlin
0833eee4-6a57-4144-a2a4-3afa978ad6f4,user_10,2032.27,USD,withdrawal,success,2025-07-06 20:05:28,mobile,Abuja
08423634-8596-4818-8039-0bcee683f44e,user_72,2310.68,NGN,deposit,failed,2025-07-13 09:37:27,web,Tokyo
084c7c2d-6f4a-479d-91a0-1f1e406a3203,user_153,1589.09,USD,deposit,pending,2025-07-27 17:30:44,mobile,Berlin
084fbd08-6a3d-4e19-adaa-e0634269a3f7,user_151,3056.76,NGN,transfer,success,2025-07-30 04:04:01,mobile,New York
086ba4f5-91d5-4390-bf68-a709297d4f6a,user_31,3668.5,USD,transfer,pending,2025-07-29 09:53:30,web,Abuja
08dea6f3-9b9b-49e9-be1c-a419e567a248,user_27,4691.3,NGN,withdrawal,failed,2025-07-29 02:05:39,web,Berlin
091d5850-4db8-4882-afbb-75ac1d13dda3,user_193,3409.36,BTC,withdrawal,failed,2025-07-03 02:56:04,mobile,Berlin
091da3ab-ede3-4023-a656-b0493237f3c3,user_141,1085.78,BTC,transfer,success,2025-07-06 13:02:48,web,New York
094523a8-c14e-4720-a1ef-cc1926e1c4f7,user_158,1842.9,USD,withdrawal,pending,2025-07-15 10:08:02,web,Lagos
0974756b-a0d4-471a-847e-90577d30072a,user_117,3084.38,NGN,withdrawal,success,2025-07-25 08:16:20,mobile,Lagos
0978f4fa-b548-402d-94c3-2514a759b6e2,user_171,3938.65,NGN,transfer,failed,2025-07-02 11:21:27,mobile,Tokyo
09b25023-c5fb-4b83-98cb-9f14ddffa8e5,user_174,4245.41,BTC,transfer,success,2025-07-12 09:16:26,mobile,Abuja
09c39429-1cb5-4c81-8598-4735c04fe3e5,user_102,1287.81,NGN,withdrawal,pending,2025-07-05 00:55:08,mobile,London
09c42158-7d08-43c3-a919-02de5ce2882a,user_135,4221.0,NGN,transfer,success,2025-07-04 01:19:18,mobile,New York
09f1eb53-39ba-464b-92aa-ec0080ac10e0,user_129,1009.67,BTC,deposit,failed,2025-07-08 01:30:27,mobile,New York
09fb0b40-4d17-4d5f-97e7-662ba0961235,user_27,3997.4,BTC,transfer,failed,2025-07-08 21:58:25,mobile,Lagos
0a010bd4-9746-4909-8de7-17729412d749,user_108,4205.07,NGN,deposit,failed,2025-07-09 12:01:16,mobile,London
0a061cb9-3431-4d0c-bda5-98ba37f4ff21,user_55,3649.56,NGN,deposit,failed,2025-07-12 12:28:48,web,Abuja
0a116bd0-b581-4f05-8b61-4353631c2eb0,user_48,4352.53,NGN,deposit,failed,2025-07-15 02:34:06,mobile,Abuja
0a28f0b2-72af-478d-b1a5-7cde14c85ecf,user_200,458.06,BTC,deposit,failed,2025-07-27 19:37:16,mobile,Abuja
0a37faf6-07d8-45b7-96f9-3e8807c0d526,user_100,3268.4,BTC,deposit,failed,2025-07-16 07:16:03,mobile,Abuja
0a4afd38-e44a-4e71-8ecf-ff7346d1c731,user_170,2493.71,BTC,transfer,failed,2025-07-03 23:51:59,mobile,Berlin
0a634cf0-367e-4a4e-aa0c-f625211fa1f3,user_172,1432.59,USD,transfer,success,2025-07-04 13:48:40,mobile,Tokyo
0a704036-e26e-43a7-be5e-c438577616aa,user_189,3818.56,USD,withdrawal,success,2025-07-25 13:18:21,mobile,Tokyo
0a786f0d-b2ed-4ecf-9d78-11960f36848e,user_137,4623.7,NGN,deposit,pending,2025-07-05 02:50:15,web,Lagos
0a83db96-f3bf-4e51-b822-4995f52c4d2d,user_116,4376.44,USD,transfer,success,2025-07-12 04:48:11,web,London
0a83f717-fd91-4a50-9cb5-37ae671633f9,user_171,4418.03,BTC,deposit,failed,2025-07-29 09:40:37,web,Lagos
0aae93e1-55f7-4d14-8b69-1310194dec21,user_103,4777.63,USD,transfer,success,2025-07-27 11:13:41,mobile,New York
0addea4b-4fe3-408e-9782-c2f624e5b9b8,user_123,2007.96,USD,deposit,pending,2025-07-27 17:46:30,mobile,Tokyo
0b0f0d5e-27d4-42be-8085-3121334efdb3,user_121,2431.33,BTC,deposit,pending,2025-07-12 19:53:11,mobile,Tokyo
0b1b95aa-6ffb-44eb-998b-9304ee9a0c5c,user_119,346.17,NGN,transfer,success,2025-07-05 17:25:15,mobile,London
0b1f78d0-bb01-44a3-8b04-9d9707428c1a,user_89,2001.6,NGN,withdrawal,success,2025-07-17 18:55:15,mobile,Lagos
0b2b37c3-c389-4890-a51d-da6643728e1a,user_103,2077.75,USD,withdrawal,pending,2025-07-20 13:22:48,mobile,Tokyo
0b402100-e027-4ef7-a8ac-8767bbb518e5,user_16,1277.55,BTC,deposit,success,2025-07-30 18:17:09,mobile,Lagos
0b40a5d3-21b2-4c10-96d5-c517988ed1c0,user_50,3809.17,NGN,deposit,pending,2025-07-30 00:35:52,web,Tokyo
0b69e8bd-d4f0-4b58-966a-d5c7be598992,user_46,96.22,NGN,withdrawal,failed,2025-07-17 11:15:12,mobile,Abuja
0baa831d-ec70-4718-8c33-d4d4255d9035,user_137,3490.19,BTC,transfer,pending,2025-07-07 14:42:03,web,London
0bbb5c3a-fe2b-4877-ab01-143a5014758f,user_26,3199.24,NGN,deposit,success,2025-07-14 16:57:23,mobile,London
0bd1ad9d-559c-4de0-b2ec-a6ee273b131f,user_36,1252.38,USD,deposit,success,2025-07-13 15:44:56,web,New York
0be77895-6779-42d6-bdb8-9c9ccad62735,user_143,4000.36,USD,withdrawal,failed,2025-07-06 21:03:26,mobile,Abuja
0c3a0956-de1b-4257-8ae2-db1acd660669,user_125,4937.23,BTC,transfer,success,2025-07-05 23:44:17,mobile,Tokyo
0c5c0259-2845-4d5a-89db-29d3341c5e44,user_113,3260.39,NGN,withdrawal,pending,2025-07-28 10:29:35,web,Tokyo
0c5d915b-cd4f-407b-a890-2e10f7eb1d0a,user_120,1721.59,USD,withdrawal,pending,2025-07-25 21:41:13,mobile,Berlin
0c854f73-905d-416e-9958-ddad9cf95d14,user_33,4105.72,BTC,transfer,failed,2025-07-12 03:28:50,mobile,New York
0ca240db-b6fc-4052-93bc-df82b2075e5a,user_66,272.45,NGN,transfer,success,2025-07-19 10:46:12,mobile,New York
0ccd5d7a-e616-4d00-8809-877cdf0edf62,user_26,839.03,NGN,transfer,success,2025-07-10 12:11:01,web,Berlin
0cf3a4dc-25cd-4a56-b82d-e5df29a8177b,user_127,4213.98,NGN,transfer,failed,2025-07-04 01:02:15,web,Tokyo
0cf51fe4-d913-4b0d-8776-4543b79925b4,user_86,1669.7,BTC,deposit,failed,2025-07-05 07:16:19,web,Lagos
0cfd1854-9806-4884-ab10-d19a732b9fe7,user_43,2630.65,NGN,withdrawal,success,2025-07-24 02:47:45,mobile,Berlin
0d028713-c525-4464-80c7-3d4fc2e64c72,user_186,2837.25,BTC,deposit,failed,2025-07-30 19:53:32,mobile,Tokyo
0d2c3057-1216-41e7-9dc4-fb69fa34dfcd,user_137,4929.23,BTC,transfer,success,2025-07-15 17:41:03,mobile,Berlin
0d397d68-646b-42e2-9795-e56184a776a5,user_142,292.28,BTC,deposit,failed,2025-07-04 13:32:57,mobile,Abuja
0d455af1-d210-4ef5-8695-5997abf13706,user_130,536.53,NGN,withdrawal,pending,2025-07-01 03:41:13,mobile,Abuja
0d47a5f7-589c-4e0a-8ccf-01da98f2d7f7,user_2,1552.33,BTC,deposit,success,2025-07-25 17:31:00,web,Tokyo
0d6f438e-c5c2-40fe-8fab-8d4248417ba4,user_193,3133.15,NGN,withdrawal,failed,2025-07-17 23:19:09,web,Lagos
0d80e93b-ba5f-47c6-b529-d9cd48318dcd,user_103,4774.51,BTC,withdrawal,pending,2025-07-03 17:48:21,web,Berlin
0da15330-d2c6-44c7-a599-240db12f62b7,user_147,1580.64,NGN,transfer,success,2025-07-23 10:50:49,mobile,Lagos
0e1a849b-8e5d-43fd-a993-108900643a55,user_52,777.87,NGN,deposit,success,2025-07-11 09:18:48,web,Lagos
0e1ea2d1-2c67-44a0-b994-e986d53cfd85,user_38,2956.04,USD,transfer,pending,2025-07-08 12:21:57,web,New York
0e6e1400-aaf8-47ca-95fe-72ba869ff973,user_141,1606.38,BTC,transfer,success,2025-07-03 04:37:53,web,Abuja
0e7281b4-3b16-41a3-96b2-db3aac787fa1,user_53,1846.23,NGN,deposit,pending,2025-07-10 07:23:33,mobile,New York
0ec54135-c4e0-4353-ac63-62ec8cf43fbd,user_40,1389.52,BTC,transfer,success,2025-07-10 00:29:10,mobile,Lagos
0ee68f59-511e-45b1-a3ff-0feb09d80d4a,user_135,4678.08,NGN,transfer,success,2025-07-01 02:10:40,web,Tokyo
0ee91235-d2f5-4fb6-81e2-0108f1251201,user_188,1048.45,BTC,transfer,failed,2025-07-12 16:59:34,web,Abuja
0eebb7d3-39a0-4eba-9ed8-e5ff9494e1aa,user_31,3765.48,BTC,transfer,pending,2025-07-06 20:54:54,mobile,Abuja
0f55fe4e-bbfd-4bd1-acbe-25770bd4e95e,user_148,1353.23,NGN,transfer,success,2025-07-13 20:05:50,web,London
0f60eb07-acce-42c3-9646-e58adb2591a5,user_111,3986.88,USD,deposit,pending,2025-07-18 04:13:06,mobile,London
0f75540e-6a6c-41d6-b28f-ff2ee4d48caa,user_118,2035.07,NGN,transfer,failed,2025-07-29 00:54:53,mobile,London
0f7775c8-40c8-414e-a565-da20fb201f8e,user_99,1547.33,NGN,transfer,failed,2025-07-21 02:34:34,mobile,Berlin
0fa52266-82e3-41dd-9934-4371890f7946,user_97,2827.91,USD,transfer,failed,2025-07-10 02:31:54,web,Tokyo
0fac2377-e4d8-4ae2-a5fd-cb2796d95ecc,user_200,3830.03,USD,withdrawal,pending,2025-07-13 10:32:49,mobile,Lagos
0fb809c8-3032-447c-baf0-955d76dbf76a,user_156,2744.39,USD,withdrawal,pending,2025-07-29 17:12:59,web,London
0fc7daff-f568-45dd-a784-c44e2673c308,user_178,898.33,NGN,withdrawal,failed,2025-07-23 07:39:41,web,Lagos
100d4471-175b-4938-bc14-2aeeb9729272,user_21,3805.67,NGN,deposit,pending,2025-07-12 15:04:12,web,Lagos
10451bc1-cf72-4bdd-905a-6957d5fa6cf1,user_182,4210.68,NGN,withdrawal,failed,2025-07-07 19:03:27,web,London
1050f81e-561c-4b2b-8d66-f98924325fca,user_149,872.24,USD,withdrawal,failed,2025-07-25 05:18:32,mobile,Lagos
1053965b-2ab0-406e-93b1-c722b0bb8a04,user_91,4544.47,USD,deposit,failed,2025-07-11 06:10:01,mobile,Berlin
10b8767e-ef79-4a9c-ad22-30a081624ffc,user_159,4224.33,NGN,transfer,failed,2025-07-27 11:18:34,web,New York
10bd8233-70e5-4b85-834c-d6b5ed702f78,user_89,4083.09,BTC,deposit,failed,2025-07-10 16:41:02,mobile,Berlin
10c9a324-f570-4106-be59-a5463fc9fd96,user_33,692.82,NGN,withdrawal,failed,2025-07-04 21:14:35,web,New York
10d67a2f-bcef-4a5e-a7da-6d0fdb4f24ca,user_30,2406.85,BTC,transfer,failed,2025-07-25 22:55:04,mobile,Berlin
10d86c36-e4de-4c8e-9f11-b189eed00b0f,user_63,3756.8,NGN,transfer,pending,2025-07-27 21:38:53,web,Tokyo
10e3e78b-ae9a-4938-890b-31869b9aa2ca,user_82,2305.29,USD,transfer,failed,2025-07-24 23:14:24,web,Tokyo
10ebb817-4e99-4ce9-995a-05dfd337539c,user_79,1834.61,USD,withdrawal,success,2025-07-06 13:43:09,web,New York
10f7b15e-4ef4-4e20-9b8e-7c90c85eb1f1,user_23,2240.88,BTC,deposit,success,2025-07-05 15:35:50,mobile,New York
110839fa-e47b-4c89-9f28-d3c5de4475ae,user_28,3080.29,BTC,transfer,pending,2025-07-19 13:23:34,mobile,New York
11096ae7-d071-4b75-ae66-f61c6de48d2d,user_145,4999.87,NGN,deposit,pending,2025-07-20 10:15:16,mobile,Berlin
113858f8-475e-4647-87c6-8b906dd86e85,user_84,3119.92,BTC,deposit,failed,2025-07-04 19:40:31,web,New York
1190eff3-b52f-49f0-b06d-b27084bfae6d,user_79,2411.58,NGN,deposit,pending,2025-07-18 20:29:04,mobile,Berlin
11fef142-0c51-48e8-b237-3ae4e92488d3,user_72,3989.0,NGN,deposit,success,2025-07-04 21:58:04,mobile,Lagos
12144470-d645-4de6-a0a6-08b17cc6ecb0,user_106,4582.43,BTC,transfer,success,2025-07-16 17:01:43,web,Tokyo
12159764-89e3-4c43-9e95-5d2bbb4d3aac,user_149,4337.26,BTC,withdrawal,success,2025-07-01 12:03:11,web,Abuja
121674f0-1570-48ac-a361-19a6aac17bb5,user_176,4335.65,USD,transfer,failed,2025-07-23 05:42:32,web,New York
1236eb7d-75bf-46f9-854d-de71b0bf7993,user_29,4874.49,BTC,deposit,pending,2025-07-05 01:54:29,mobile,New York
123a4c11-ddca-4f2e-9959-be10a0ed2645,user_192,2772.36,NGN,withdrawal,pending,2025-07-15 22:03:28,mobile,London
123c5d3a-e156-48f5-8a66-c204a38e8fa5,user_89,3858.45,USD,transfer,failed,2025-07-09 00:50:23,mobile,London
124d1c8d-464f-4d72-bef0-2a7f519b15b6,user_110,1574.21,BTC,transfer,failed,2025-07-21 15:43:32,mobile,Abuja
12699c9c-eab3-43f8-9d8d-9b68e63f8a58,user_106,3872.18,BTC,deposit,failed,2025-07-08 10:53:08,web,Lagos
129cb2e7-94b9-469d-a539-5d419b8e4fcb,user_51,2371.93,USD,transfer,success,2025-07-01 11:31:43,web,Abuja
12d2c46c-ffe1-4400-938b-dc359eb8ca98,user_30,3572.87,NGN,deposit,success,2025-07-23 10:28:41,mobile,London
12e782e5-4dbc-422d-9b57-a6015b2816bd,user_97,2651.78,BTC,withdrawal,success,2025-07-03 00:30:56,mobile,London
12fe1b4e-75a7-4302-94e9-6fed8b2076d6,user_1,3980.18,BTC,transfer,failed,2025-07-04 01:05:05,mobile,Abuja
1304c9f0-ed34-4778-906b-030e68c3e811,user_168,4629.16,USD,deposit,failed,2025-07-10 16:09:14,mobile,Lagos
1311c368-b200-4ad5-9059-f27326aceb48,user_74,4097.93,USD,withdrawal,success,2025-07-04 03:34:13,web,Tokyo
13196ed7-66df-445c-ac35-ea536f63b901,user_50,3768.44,NGN,deposit,success,2025-07-26 01:45:37,mobile,Tokyo
137bec8a-d1a8-4107-b67e-c2a393799c32,user_170,1390.95,NGN,deposit,failed,2025-07-06 04:20:21,web,New York
138cd276-e639-41f6-844d-f13e165029fb,user_136,3818.77,USD,transfer,success,2025-07-28 04:02:05,web,Lagos
141b9e47-457e-4a8d-9452-9bd0afaca964,user_173,2545.06,USD,transfer,failed,2025-07-10 11:23:19,mobile,Tokyo
14acba35-fe2a-4355-867f-f01ab69f91f1,user_144,2214.93,NGN,deposit,failed,2025-07-08 12:57:47,mobile,New York
14c16ae3-27cc-4f41-9db2-29c1d19526e8,user_15,4539.23,USD,deposit,failed,2025-07-23 21:45:41,web,Berlin
1504675a-c6b3-40ed-871c-c8ed4c78ba7e,user_141,2530.29,BTC,withdrawal,failed,2025-07-24 23:01:21,web,Lagos
1515be39-e1b2-4300-b234-a622ad03aa67,user_51,2104.64,NGN,transfer,failed,2025-07-27 09:43:56,mobile,London
154202ef-5ce7-407f-af21-5151805b64c1,user_148,4240.53,NGN,deposit,failed,2025-07-13 16:28:38,mobile,Berlin
15593ede-f89b-4d47-9b9d-f6c8bc214d18,user_112,2979.46,USD,withdrawal,failed,2025-07-16 01:17:25,mobile,New York
155d9ed3-22a5-433f-b2dc-5ae67589aef8,user_18,814.22,BTC,withdrawal,success,2025-07-15 13:32:27,web,Tokyo
1565474b-a0ea-4f0d-9b05-16d648ea25f9,user_193,815.91,BTC,withdrawal,pending,2025-07-17 13:58:07,web,Lagos
15657b9e-87a9-4465-b94f-9fd86a8bd9c2,user_32,2920.53,USD,transfer,failed,2025-07-18 17:25:13,web,Abuja
156e1fdc-41d0-42d0-8b51-f32209866a1a,user_59,3828.6,BTC,deposit,success,2025-07-24 10:33:47,mobile,New York
157845c5-b595-42c0-9e64-3f899c89f02b,user_150,1252.61,USD,withdrawal,failed,2025-07-10 18:47:34,mobile,Berlin
157d87de-cb3b-4c58-97ed-72f1c74867a6,user_7,3533.62,BTC,withdrawal,pending,2025-07-28 19:25:00,mobile,London
159508e0-7ec9-4a5c-8e22-8d9c9429c758,user_190,2052.66,USD,deposit,success,2025-07-06 03:24:31,web,New York
1598a463-be53-4e4c-b083-87f2798d1505,user_32,2735.24,BTC,transfer,failed,2025-07-08 17:26:19,mobile,Berlin
